4 50933711349085494626651651895391936726971187200 46653527179516058600845192870070131251252822016 4088867766240839623814891272419112710329026560000 3745262193016868931308061746500004874112221634560
45 1006978294721752051342932400532964016274334067543124490274001769034399022434513411625279544404914108790636634630058859607350066927036124303885859118723059688559520481028538935383227868618933643291493725508132418979301650402379223794283664054029650847107910399407729482300819996181504542538325360996228481531353814006845258323237209259200648950250462296342199483020126513124705299733368624017886857075700159802761201642783245592492668575498273038504697656776754374987262535218604097809534495289504508054157048525878001543904392904704000000 922357472048372384001000725921672085114426058065834816930593889153947319832864608571095692906207994764964042358606224106374214411547964203279413914493745600784334547179614432340664771787439278329794330072406430184353698621912101251439649155249299777678260018252463873145985072119017055831181485353468486187895347667734700912165643327814280250656713943456439514923015833420250548052690219633355163661439881438598732832371610263164994755329550053805135039038187393284766079548722237663713286066325937478992137929807133666548347808411287552 1226618181346092352531800489164666856686027988723656504927074134671617464823788030451412608551713939310906132109541984044861944327469779811509225294527666367921533627291601811877890762136547876637504361230498603549790221791670530490659634023349881864257984050602331371359096954913979134816831750263641616494319805404988400807628207242359302991689763745799786499540883793174400091146594906976797387879796644191988556652386686223770496028488741630633072151998691280925881868095046079360539726398403101930925830483625928095237331918863735691740581940114279629041172480000000 1123540051305253267211871563943388274953354652457012190741807901053440088049255241546477303393602878144940233074517897051238573153299762614997158319948620701456918399739969690452235602561597424908097786470903290815313800438663694894017554222245048137073764501383859043289124575854836027661127081750295109347601039029854726539596079689763592387042849945953585912446211728854448438858162017212639114508991206251710515600063837392527681889003876707366755829663949692814951600326662158960262500172783464524044957737196211258196867200756117200023830933084068090205494826762240
46 404197933821177899818643182986429485728695271689672028547568118558689634060555329431168959054153886828820385415412986245414811540915114036010687083409922225447964985397997639379081909637326831671089375359402736988682232890765238747184132631220604016024468249909632640467913935813880758574504145264023191220475603468975980125196147222434368974714939401325346878498008131544908655020808481836973174378179287313728978041333306998948600301748369179678364972658737948700915263395704221281758622247391843949125940134855291964966005046762887587037184000000 370231400617719464505950956838887693411763992536906200160885338533885525556450642056910099479273393006680269789716137636388966554987093212831994381564885958874645694201833983208808551329182419292199598516147330723509475494538850331338958901278377117991958713943623084295348625370434998092550483062350359203660383083422902993802082350731144819313042666096837472180989480530141113150754017360485940097941218872410364325975657084729570552760831527955938676949439459583243770009279858698130024177380299438192229490700841666206367922579200816189320200192 3035213193121512729360387910130665798320493857333108927784506538536029529491581211231725368652084956212710471237108872348725346571253942826696319346214276630021336038698096494204953167525389432439131339739113390925788067513749711603909888441072709910987235359568306743972275903337610610840519513137020067729431465894285999053914872866558822451514446926998474061963281995862631247970102820553856889188487418555772886636772204963785818396828247140993931547085008234342805593085786026365897300162904847406265319635141335806096852924140727564761956917363256037841244133618472714240000000 2780150855892080613892881522294043219122756787059120816632562744966988440450900812738441677662731511674913023739275105471365866769951239742933850509309691952371330721698706720591909707629133339413227416201194879811079774857877717744659810157458422253699953150776989881486852201166532537993043613257553079320196621069819574887772925676909314349461449364579078001894911375951303293136483329424187001898469178231753696183692692080411122458614403085094094110260967271794962761347425782619171868601731554139604861626044536842742836836000739015753203283172605269171885142896126543286763520
47 13390805266699899188609409497886005320951771606551932852294885745192889780743546003635922729340374911095725503828588435593864130384438019412422279173708821104759070529552081482765824385719885212831070090908111694876599653907242005599346221790777727196721843164482206765663871300204358369232761567543857536784925876207372842170262632820959144091954560422287719893101054241089844461784506713673937310089599945239948963546243084933526903208956488395652498683446283231679516340255687763168066378298998933425835955833579657679855941948360110415095076464253812604928000000 12265516902624206900187289274861951119325356762665811869520661337196931152859497075745278851974480689077183537395199510995036534413390128388540624141466922619527246241951831673814154330080922859230314363570502976463718442431790578539697671688522683835859717179069624181865800078270829906653202398115107659116748933668230037313647142737140404610154844883792125215482711654015251155709657618623012664647706227237095334301571759347757987173843311335358456430827574246892091071866754073300592994862230514007177418763113376606329984830854240220936538851969726394782449664 619880139275183993917606550346926533333245204513011220503861746687883999074681961369869024149674103761790921839223168608598751047312181567202413088281423324194618258803443940734971542978922493406934189722993603509868906095035281885763414721486955961694871666254021294822433339728211007013544149037357443885152372957875509599082146544532063704760163705059988643859307682200234588367234920524152792204148470409882094863442487529655363159469902392686532089370532375369941279638548096550332982882885364956744313238001532526594743733954231110672923881700449065292515116305749913455145525758656512000000000 567788880089851184182291426733858543698081211537086754255166814334350637907846998599916083159155247513539470168615270927868155734807507708379235823845185260364911047116696136176185332612501259536391462311052296874240056207646613121976811278439945427562502769217743700626407881888474770386315243005088570599682327868733856733360720637005186323570174682495867160299164864043691007674992961409261659072811506759147245782666165429127438355626848565016306022446836168546025554148343617606227732063290057852857611475192701248431549859373787032101515731533851941513478163423044047979233844536205992001536000
48 5867004128323608003295941883010120490114100124017547495034224596599561957169409823279726406685491009101034826660403815276259234425508361617309734434825267884868343218179362923720952483689262824461959576321062877329913814333273631303476057383103575022738709317552040080314924143075350380949825448071629427585294784765558932107097736742172739049827844833190347187360957272049618222987366249429678752654476922530393640298903029826416770208106846686438139051724372132403706542702108139725812843024823267410399726057391025162819117373692654313709308881021295895397470360829952000000 5373973922440130521904923823780344449976984259904346314575960056978279112862181557723376593079629732810591109969561662895419486591042750950046757710461513179030173476136644159635802068651527546208270994253043502849943687248397145323390637031132747768684071385783930229598551276780873228368040918407170197215294674259911857314836247554048799573505991186682195852347675482586468721289364998694669733178041318585225320213920864417299179646807232016497353321421243511915859896675513559430801541956037714721302433241022574323022929488905384437492219213600038501459798768474470219776 1674262007763193846108685204723230468377626733539619070098770193190115271653286995950558119461865090841189603000389534033732325438120057666785611329325488302205700749480803179863849569057026339298747177523918766103330991051979417332498242557886164657308386494925159085549418106089715165106846005268125708831154289774480897682656217706573671751652882896406616709410109977719090343685745382352309782510875872486831230794530394316628535134099022689013896527809263760194947819437627313886949932431110349164112845005111862651714665112265708167692015046879668493072301157864647089765286274239485652120111480176640000000 1533566394749157526547222589306389133664472247273442369967289810279460628553960902638887669150318990516478531793514011754688916833687051528916371697304755833467421092644222040325543774461277464031722993292880818383324896934969865288697336441182781241391911953274754032288066811994916479724251827185758611594761852984381419918589106017432353282063456463030771592530034036519596702367033854184255547232592547139382933612123927328515651786909223984059644796584151242137769196187834233663748374408133422308721185733890282502179783833375354075832779578389819746237796210718264544957979101345445769029708757460236369920
49 796662934345112679498615284775594548899342496618060045264147595748087821594891996129380517374545050333560698690860337415380360056071737257879804320354699213559939919683966538883924519306557814841196868646133788607658443026184286342547729171312503669800439437476034690441283412536643500137982739096726717736352087753222015790433731204840881245690033787039884147554580604831707960713584412361599314657300079702603208281320237958435930872227272339678273770564999230436429396563085358594760168500873327437516242183450260737507708102220518193027930058771261168070947477813232931836648226816000000 729715838016387957029031907053302214970296241463074824024688089132900760780913125575815598857565362327432883544096246927839070524660991958593049121520533416413415430370172050085764554047647501237292609932246005919263616006906561656818741546104326444560434312238561464169831139897645400083908120886712682095622955850242731896089502603004148350118258379193542038599193418148952029088907823926901372292348545166012032137208880199531885215444048693026796190801811396239450811258181172155764347072309663475870861105024228008533598007200335270874999510206061516708679672898948358868957594342391808 1401482636989475519985029279032835685979630135450664417250611068793225578840547138800017642652611684264812207454796831848768567709759025688271725477195414239135181048738416096419952314627274033645323357880866863121442460980937653682217779890584242835267650177581856764320904522244743573425248205787747656692453999347137830137791868310974205030520713447399039851036335220600475907684094528896211269704776283667401173449867606448924167733553786876030029987863846481744608015402715389974459969941883930665641125441770869100806175416313691258785753007950099943236630059936196066187720138546206801688653662055248863892576665600000000 1283709876319120688954949509791394674852090626432666064687563941705252247281074734333323578751418601951943434732481032308509697059507081093626715693348903357777330749969412127364926227003490161688702736336097034145679697275410973989454597282797643453694110460263014478763483985999863939799698683965936722983053636505088444778805661705518836687716552889690786338692965910632241254907281111857243108251483093968674417349429603849658234749629712046732772911206766123923970590618079893387500822454082384870977449899530316352263076217538732584371090346007167507635962855273044510498560777544497070785294369486205779543354336136396800
50 4361947632121796629181277748124056546844388659295027175259378928328583823667541111549714924108882685305479922086156278811367038448667528567706792827199283175793270894706758076064524493782161189381520588698921799525134887056456237057232432891428909459232622473608322194603294775035613399360132326495813502923770464189738347693542727829913136523215338382983218684526782118067961657750206979419461366301629295050882932470283953193515085428997436576968652824852966757454742109715246490355905960541122967898949329615707273697873340937221951444020886036656185747427991161616431367863856810795466752000000 3995393954626354992879611637558100175749813182728373432884336847088635826172406857211071395625294057467436249645335138058590422613701694544779505593978468330709983473109209999713018595822497372999174089198431960312142986401398908394859166669950218258552292331986920102505087630845666090696625554191739823704477355192939396398888336824213658548248331348224066495633102198996151893340627403929384941781779537832162364838872548264095698834029864009988849022383572691755347852405310046073039340187497189418380196704790865288315981676150269317565620435791224847516230323234099421552943689360574959845376 47304201338408869155879808521156629347122569943961607291969957234873749732591087954025471249435141347362952024810264803426560215868862007718006346047557777937311448731370840688736566874373688829427364546123918616370654789400163338921412151748147048271286852842000684596738429022980006412689077106855784733994231683200924334778515591589971780815372179890007905635510952065839579382786863301064021829943180809856834879712698473092472836041030743273828047212748526836520898058151353041860079376198919808958455349823372679770209767318680775479331540624376802591146283298683160179560174319572007333768124987630975540247301495481958400000000 43329020886014478820371204527902707816953872941081700671672957915415274030842239319324244001961583042336663993705478457926702592285135480853077330851797712896444637891324780533713396681896933489257621546774118054618305586529074911732278974563846043967335879405362554932766989870442021602945384047741554455821360222679775616974095530558179714376255857112094372737803824553092738795134619219242098242756665477826170614028780086499066875130313020331061270308315688749836039594032196636961602515961744534157970382015843493509499134425555630220033792158605616149315770664611848568128270557635784218322475724400987999053892286415791718400000
51 23892402992432957757490646349040332725712255961710798756870342669995721045531492062061193696495756860135951282970901668783663689982092946321686227887257662011926718912788897095127939856651285665600758653372161795965149841775445786587501366158610362290774020567821761689120131474724667817547085288016264021588341619996293806612985631713674556066313192095006537848240839903963155426271772985570421928517534015070088423061707306016270839951384951503713324081845456903914238205644752953327889849678145368400947687774816080737679572575936052178730749550819471073819096672817384857775316601823367698317312000000 21884619103285419783123458243429612734084717558823374167104963002383889203240948626232441147130713995449554284691486900761097744699955937885092441400519009324509041243068298785819062165516410357468968687930946504415656190267896478910697817080687361601014395387584648369910344294798631920860735328062114633859268611817645777176745559155132813268948909497355280721827681918028937038895384101829103739854665438888309339962596016451823812558036577514856733172286295500874562311077699148406762479793991937555775450914125795946703555231861776993453536524991217121917841172824230154045110120149587661669485510656 1597295715726021803102215366036638857322354090914296205852390498853844087915000489861460873730837387165192564926355651550150032874883818866943421008399701807152607785828917999362472612916631384426100024620765736189284353883340241802490344553057495434676683032995321988032882361509860569550798084546248794366538274982914406296104448876199456092746772948344527479743578769483394209985733688388560779971721932731098044036574506441133504866153769205381779031056808303008095269967221906247705560189303141042036605059436208736519517496523474899867824882425965993398582406155725524567311200768260040389086850574188106444838742540331237349785600000000 1463067919331711875627375294747054885438191288336582931892937584075788238915602759494339600401805615929255577283201102042805361842758615573916963305354931980014001840666481570674473067887703181254550036202843523372933038942770450018039663787986551526605945230091291009622132465419669191382147871136810271722203057233566857194003739867034652006025088545989229031309207774317622635680061235782815377224537552960988173994735234159466836833961658091354532497304534715389788949030528773112607684566526472771889372086279849249871166062383082229715784617618419000300131507168506441686463721383469334480267323285889540212944548668678912997293293568000
52 1193448151822603687132067558473881158590321029020001694141934623407648033354193335038775428552181054051230779609742673148043779587012644195055654774133911550556812273059597797330142373171032385579992629185273057875136170543025368850838846509605830052349288978362603657443546388159456185450889839877956923366927068707251515259734036196805572687629212199954826008669726793317210865244070140250557625023129583726411296599500628058631024766380167398266202262025437013975115339794454856756612193468831771506341947468422400068406576211590820749757461329607399722738762171434465697917790961679286317494310015095017016655872000000 1093157445503895074895253161793643236278725553607944913901062454079324489639478521566689617821643161554198781879241432702607507951207166858150270020453621968261516287202318907708092271392431316724297489039828957414070667594921361563162369720008020535900028314249825867047659378394411604634514449086326969748326129144720023649075487495126960511262330410210579503494496526677265597885546990264760450061522464537932297630440984394475383410673333480031314940479582444429978085011182292480524197132402784096070284006081479482310855818137001472407823636587581784083878832590078510398175160920276135043872391334226419377751719936 491853025306111326017265631081827772538341339178271833449348187575245473478584428800812290738204729720586309554761768751395303921383232863588802650574758473816404165987887369453444187917821953913106414221438865848119214229995897011968353653084542950271521764380103729222626823801354686429951345332564494750090572511380091264262127057523959651427476114648073031813554062448729125066095319399329192795845269913401008288858723033918610016611554537967108449271340947112247341349109761025005515827614636655440619451251271671521143440169223240852093531185756852476642840449698488562174198360576663539223875966307703003610738524361312651747408055390498324480000000000 450520448572375001261908394718615476119809740941367144469042375302282956890899322851133306063846886317773258926717886728236039063550533573160447708094576842400822167299446904118743377596845468455488098915067003715955890304382622730430634130247018446465865321742762370586121874443590591183067956086215765047124133829544525422260248839277440609271884242299283328128232195139935025154123877404192627829066929692396113665664948116798660556871973005638036953990512005208907638265660747195721956352522110131542566155827241658917356781253469483155707179263982396151339881930899005366989895205426352014499472535934474231616237056145474827206738935721543977140224000000
53 64404677770965308963322936168833579383693210800975380296478696900816193346422133226868519250696838855830505702319748297079618748230101875273567339966921494895967635634083632664929114030859622543905123270904475167529878836598294197327202435809737892436908227440688030960824137389863868683188958616569083795951361978299054016531744832678227000345519800616523260408031478960042760871052907376997663383105385661413178285291085675417951674274759383308446458584665618572460549555134091796298664835483573968519914770636273274904402024781054764622044469258189331102251352828903637447015821473551858988326681778697927839181186029799165919232000000 58992468942274568737463206879742786956749510249849449425055461241370367057462476649203501485055775841023190045422766507355307561665974805965710363097517384497703775030334019353410498928510971501343979933111117106830134753323800098387983944798305939933362610540622382442673615814747184652072757215539622863901780387624758794270309302520193693320854554770747621109708467025336306068423911717302291498473638343981318409206381998029756524509796250793837623220028178557087220830262515337995832385401832024294821561525150106493554999055776030127184906823772316772173774527539901857423268626363422730263173351092955182615463841424220319295471616 163627223461109379412577956397931758922634149232841940077473600149057972614104605018828973144564343093363559384496399551907989254451149900915838055288172154508925464045853398785042586213591293532116940341142332435482107396111124570416408612592313105758337620736711661863588102427086542790290205439753192642969598168334777744485740318094726947828318893451401522300787590275496929416505895051565647517982358208577882148545171930579437744639586122654572386099233843787210190187644477712453131559251024834999605465610214690891461329470312813912966871260480612086791981757279915469323008453252100303934962926706065047076031223699403208995637207544506259750470694089652174848000000000 149876906961123643990510655469699245676105316112611242808831458968927985083845262842737130508519310726077715994976581202301093052779440114099106431430476717418201173175732568177048780584189497647366328512320820407193219628822939235368337388241272301325953887629685236831994677649293010258625326552459605756607065041858355484243547650452501594729067847914553649591435847264402058778587172023154770825159347474161097608327544660477706834409397614738715960220315453109681332742126535660873671969748703201046700236860918226101464146812052155121731306522009565945740259720495776861351923734445504220183532032654730813537875791206223017837777507521994936188592733207848442707050496000
54 353165711661899513930505991992292256075417311453628046481116318425334303782464751220892137559544319836718537518135727424502608207961929322511776381484625746057253745034356464041077550193414137591874411719825547512875153507482841664470241421754402717858638927209455863852666415710742494937504071566508935937775714181103285540569435650358599083846257247964302369071233085493641712680710695517793802640884717848690673436873440845963610511677911730381202362122771312747940094191570626229596024604664645162154954045055434829620243615566406027250300394554524992982262001407108415800858636303232456739295781977972583323376866622347269055822430208000000 323487640925412195017447129773858861509489040564482036103761089085111109593468687521632388551615102483967293639435892914314657039707703130869506022190546447428739217338969560520123081952435932731397728949464287063274760392100841411057050000260850966531963047686501351304602513318460153074885222757351498406307621727816118682536568526084587767192141132986832291673093730528863564708679810521309081317971616593944559607416575832802988619281320085320477749246096034881690062187449477534046801894509159765262917111877665659503930341195807304784960965956223853815111643128322823570167342438239431088881269155998294790078598422563322563573827558703104 5531247599919641085396154287543428148032807000098912560541816622686046143337314011768965933603936667904004500660839045724809620085461957634286728403524901916509935451855107278640586629402714653475910780025900493027307824894902305863848585713937160148104581666041832747271359910670735859281063820093967990592020064367457866370894896281157601835216563753502848729350358604461003289827049271058824350309606537497381318763219541955184514004261455789021751082602379041578192614488431757677292446448088961688725463932742035764919930304868652512966947292819639833854466397505513043604842143617135359687184236742136358354245297997782962891801597423850184918878099965391891849755361280000000000 5066432494401710650732591620529726207839789701037962577006271002117508741798310065638927672332288491884227357921080510358297220409102974509264997624099459218173184264847143485947492009414997012077516356736637799838624331835283907762615781574173914741377580770532144341916506743915160724195475196661131304993126901685438713311893699057257603604811763411822862427709312723928767237823725962154278764085888503791554506702341169119015594949164660525622266331880202574766589878622022580271153522221042873441174788047047581894838869741268651209657512523401875424335385307669190965176898370176174038055434467670810527645473746087178786740103909350671169910032653664799146439127678278696960000
55 1937262405478164564193324289657718923250922645015931052001760501710645251486616519563495188206571441907675210596572032719188612719488814530216344531823961631613670654428787390298520271818962760505963515519003646594308783220951155697802584395511966897452009214493998286752518325423155893718474670612725521242604695396219732495454752276013321667499780739360241112427953074072133121178533257852810960224067231533031169741211945447184380862652726774203787024102944845141540864056429311447655269819532780992466754811143786461932201325763118260052304660278390795662766375214841803194873194092652193127809006554795259014909753480525281520200597955936256000000 1774465710310995594472241678570679091152469558511581485112976055675204901936992341990611401141082689914729197305994867127977816001821496200187190478060073627218193590803858690693114462019783609300245674168187440503807036440743072848229716769115767123688975649518856360088270737346489264321903900809109684590236630029636894685325516593381961721859859910295913610972918355247487288421891441121279964043442562475666044956328544793385878725599090131178001394392819114977891611530950168861072865746433109327977941608529184840563258902862015628737720425344928105540920917136835951485689995159770261506231674498096470432286309101281217400056847953083213283328 187042153076716239018328860637610337764718669531981338605481979261200121481542896711268857212355427128256927986483691918437256476020684490945493144935191686154863065848757934258718285066513648914695348655020513682054850508940313440942058032835196045584808938152324232616468323913032686031877622316327399801413456025119832078767534986150599950290915173762821094070266347109967118217826370698367144940092784297301085499008122825906047756774835660686320151622537519360517384124481464182754224097900673398874104061398608405134969289856820835832575324072856573668560746541310895709450667386815515542935981340736299696612971703221009443619763300052466578456835314956957216128151072008820490240000000 171324176879100743583817602033114529204451808599949979463439941328170236396518085817207250848967705680291015693503028115371820090312650038562028011260506944236832370163108850890453984474045390795317035242122884770685829229318749072602902128292062180640284643519831919996687670141791154807409745074708724070333314604617923366901767092425136037868145491651285164049693228017906962403233921436384734470140541401797921644701090841006962636116111515366090734320180248713199273640234888418494838254326329235668284110872572295741253205686858770893704995273218734124140526927803198035833754711981467840455241081991719101924157385985468418695102055142752336986009582047502059613347651004796704516997120
56 1164656341153143816827306394747383699090049087840829775954247347056139932637447924606821769410247899254787443091885716115510472180663867595749847509313069208843800092928358155919044775418343146014507237396013852372791592284937513621126100053062965048939065206640728789950613132889761022633317668688305383041412876888873475157565949473814667650223455913672398144396073145654233502627813046726429623282649066130521729837439169557899835189675811148895174659546601942449475058629206416701180356215772162379921208494857733700796306014092920010083629762869343255639728921270633593742114682310305721238584883928578778317022178635825693527989506193820386805501919232000000 1066785137536605270803909338571512985812958194632376068902549401697082813989358955133612779439969942445758134965568012462116390823061907654199192050010279731006852337274407693154893185057771529254843108762097083230157449006962527221662705524309653000109143470263351693616193981303509762069373906560555566696600916551617004907024938978695287544565322661365410980966275030703528956854067861884335176105217948242587503873280255135698150094137193814694257942996895459510491028313702113203999620132167580140009109263583913898403336898725400382392013573067821681700027472329894556100096095052869208395425302517241473875126686564882198630704219821734879917502351871574016 693194911963479080233312508064798728773820282279641736407796867449483889006103055992047315109732412819328988397448112820021612067263417029190030931288475295325413643508453780334691469326753024453495007297568747804248881905922122902194312332063547691933120549663622899229252747913080701540647333817606033065000068785674610353888860167779048767760662467025384543309514956276227206735375170569997842733634723443137398306429850624573322033864200856336716290524876662760149912901839278426646956122881627653728320963094035687301953417963560755999486893196791097058512983296573105494602100201596249194377328679373453778721030723448256217103944266980276356889682906173659452268859963924089687437297626644480000000 634942689417253141571510107335707289988640378273281462026372905905684331904296848982993299758770460908113223182022146658121496693892681632845020547410825891668731317742441861486417953489308872867416506447215906957795583588994871927311857836691739613588563224162014565977417052679979068243543195433575849576083754002184456520455918193589687100462946034310363295267094858898021309799570751307003467434049094020934361626735253133012181526312728201645776734456261904711504136233202325388483531884560984497640584061211356434487865880425610692038580883580305290390433622302381615307579050159244593859218181248751146333444311205248097677053853623421662793032105567841497089423458576535570805754206584414918410240
57 726021226583550067432738917120546879556420235395467784000027120223863459175993086511286362678444569341672505736516706236778728290207782055667799018549333487971727778041210779046437139922322165195040550634203917893811619115531463621510774607624417013076760580837401338190976419649104473056627866230146422069755205633602786726967053202507412951080011376054478318273539349168648308545621093075453594910184411467556844709571504907234115464218385771593485413905312908225954055442186325077229787570899261420867201512293327631838086383205134924002968043289833189224452277169347453238845267788367764581976064374448628879871127632656357998943774773728856297121458630166040281088000000 665010464192874794828640626307834765810037923741860177864903632732402630395627468132048122332741716705589361949296586951462958185662019619132933661948727830698334794669465376794974647220934513840923507577404048565493370859747270584413010744237977379596617173306972607118499639590884617734418689080072426588606983476891317707984227355414718595801740509894149626904499608710342306592226925812193462043322658574835134389333576900421770263221806254424541125542315525803009157698388607538299120455511143499772677700855134923151614737221855223384138041123889859755600308190155952883031093187972880086207383939053698317713672280828893423750278909753677382657020053814994540003590144 2663872704999349682919062619139944855827354696433673641518025020335877542910275669672191345967776293292886725959346554390766132551592819758781646445438229018966099854190531998636461012023995844080067663605400097824086699569274573432844584709815912428848534369602326889621300695848208698758692631195027855924327960014819426137679892924495469150249760288195993515198391476646102239993874404777943658019730934544942930670603400047936973814123456728578211763540257259097473835789313571248424558248842274993040985062006652887348889779362162123587996989305941051487187176230286538320275955022805215656080591715379532722377243450606922400142130886934372827452746015400138394311758282712127658626861836115512050319360000000000 2440015745047204998939497985336596404750961669491229354758591078507540492824198726695098688310186977043226406396300225682596443911054339889652030712819713011575154892362471443152416511395019908330163276967249941600858441141809430469079327761451980962039357225800507033829275198500652321020198324091282499659390859092201481312034671644440059313875990063612381214478334592306514091526115875118058539445150869068342517819001704655208689434830133599658434313265751434992197986243076688790285678454722093725660092116678267357626562762500589900094093757098557073735735224912757885876352871563812451772312519288871062462621227478224793713220639210667569145881208179193960703476817119423234785766223451245073609891543777280000
58 23519583234144691965631561673589627429954373624717783602752411244972372735548233842048529467885038608381366747464522993390975837144963552074836013575723885865436349953726119528134638520698952368026176089846673259586404196761275549903722193592466155207854857575047269595375416497849932773683670870939807949489301562294256502349803759846158962955603090279460309963768365147945822354920338223796144574511517441956422319691621405075297655975302481077438527491799394639158076673899931162291580099294636402780729219276930485947322026349683754264024218297519511167649948359442488561325822441349360894251847764577561069168811153204203821314776872647091693784941030906359828024391770702872576000000 21543129031863901233496629565453867079139797887780122116575895341255439872067605959452448789679458557008795213994207511171448143574168637597933193557976103451521957907476873183107020673739549952956196029389310707265165565501151461714956309738439380764761366814381417068770103351515012916882321141782549650521025557063019077304150666637569391285898795704576820659716841001217303805702963001573765140135523194000838179242605263750596883974945401375491917406517143105036125092123212388984368504990171802435757722098718268903873237318658437778536529613259284302803213704826173409890992813256069941383003567739996935353081663894106030558287346399182331298787078569986857415131110481692865855488 531986238891491143274845724315777990420704874305559537574899286610126335093760047911523012163089587745731472247159351990529434427108666290431254970454261134796081506759775854363190471044085373889917321013039151616102329953667236725134467138839593729080479025157626055226414673141419733913352991433877376979350084402492734001025936977529136965740053786966058338612389339056727198338926679456759195544002092559832201283612052938015596677021947149746005366131124229668713395226530456594276681894686261169265985319644406629445058326102309552020620841890188793464223963207642261859955119633766787602250815703999222086376961313664521554426991915698720456714026621538886449380364073149250181383774131021474398894667744036109208780800000000 487281091400348663874436239962788261523642189028048194543328424396107113982762821799423262313334760984466139031980322119607982305159897531814203418835633658931245300595583904434793749364223184327864286561251969840229883087044581275401688866544000806418415774256631060927048929470864796283742172857193113581791682856410106681609768203482234428137686067191233419127385854687644878202875994044491041102170013449873009913628629077052462290655005001545667886888182618757260932039681722794997140673517265464535184882279200450401909075232004728536563286586596519013170211996994441527873038822422379915399146187385225508996842074105869599497691217421163592407486655224810198138840973908952215506897577463011751753719880239380256774317670400
59 1960578109887313504602255558661417421295135783525361909700708011140638831798661440296010976877193222271357619571508701275323081937394340932182058523455121940712692700787020740931315664170087407651267247311336564657787882610799795548146848959457840883157362498029694640007181225727448543687823318323697200367569657249842519732607346767989500252542613416217508453443736633519434746745340787141439747869443072233970832636366122672953795815123795097217905253172914681409056587278003276371376134478377326034446703974558874061711368622641534803609235805567102704774719470245413689378851225965831899075872643196574721144799820964242928494041403080988196674948107517380900930087357205289045485025751545675776000000 1795822093353782108879072662910254089024282056281336184747931293131712613008140744388681855907773141779439340197284565831685522713296850938704329212021635320095918095733298000739980965083440775007821911609911482300987663498703345409032640515230373554505424732683231343745827396896596626194019266728980259153741601739452804361045094391542380644373111519351363505963195454136301079031093446178045867366380211687536464720234354705967509127766992961817842399149392277485760638233550580828643197511202068748383823788836403487517695450990553955379679298570424487159236107862406291704669274335434002036767483665177696137416695585971881182085003076334558761649806656001816638517194136599143987496485254787799973888 273376764036770446629614375296797068820913762840073571838501961991311184103285403308969339246700897036537316536571780941706533537925187527206343276255226774432923915274718901224585512897784643120112002331640171992397083232131383192811271147222293652723888395837466883977678946352712963144750209748471578761953668653318960103711364897756728110527767862758456830561077227067621866714490509880657251458542490125179881023077544407936720515075297378951122335138577629353299911871091048078983667951950516515959018017267821745338560028398606662285397103959660496137170219519917789664838865237856880252713857203360352090269838998977206899769342416752852621984941085973499774417817059628089574212528863907114259307759615575263110388780856654806332211200000000 250403710105185840850151243809728625500010935927302247365170769851309730484399674549578945869114200986256833447858167237260306608858591532498389266321171864763143818694307003133863614987862696861643098314393109569520956439586051625526353055870567564324915513049327192687730866679435603187111528646791636524415202892196860769106175534222781091918050967879464377753274795823457426427540577305275037394103577114984638212602337723277882196436611752953441989012402684564276306897601175653615407187813256410084472960295960883801978657458059010055867684209445076320908046592604769476523647688692825846195901335596669929945226411618202300054115193581768727069875926794145412185477496713876427595547197798859237603269174157257102082583602683061587876092313600
60 1388199758373956767265622626473328069794109079782044613329170497734435966929103441154497540464427186772213061919952952949068351301015858294319427678798178088701504223931932265254573580855238414146866704773110403678514796312200598766658404668115602103302251304277841698265960955110601565281592703148651023668800786900122740032167726342501968919327566640736047217288517840759952370664814513642480485210663457349639485664014878577401089541800037463182850880603924447162530925231668143260857918558787952635706340465886164288281985065370476409098911308499743205903567816213352686347088309685111840697429009700774951437421982957447565971389543475193393421231814204828376902094125610629144138156269932830632173589495808000000 1271543216515673178336846991020384318696324574016072052781051222823311302514814513504316880077653389521888463889711487701959872976489467945341843790930422330724260172778702114169783200657374688080283233693407365027924709610271154364289856005893234262074666268431853049008743796320252315097973872952179698392384211894569231006274722515093486682936091248954043737198902900477417273802263906626864001675275066036204188553402126404281413633764285105912637367801009287243172418396707014168286375963346337081616513065002806418286654009852523138754726375804515912979683300461631113012261721858113946772170351803254461365876199399188988360838250698989256114613479134328593638747646911274930711943370095426738603284443015675904 1193262876046559735716236501318644843927279658796377561098477469852693299511964373241764753529029929563284256231336873574928155985864119306675116199610209530926734875987189766707584443043221340152582274645989310232474238525275388196047319284880217507726076564235633432818827423307118736310475914395447858407210751574941536407488657237853659950101461661533783981638792701138966946527867019013235515658529764324279831569414240109339324614469392617862392468306399105129014060187225748310230914204739469101555251473630219687220258651654309472847764166030902450159245578731925635502779729072456539532137691149114468234193747594424511042971594954019595421472987521039085705430140223104205521197661499896061761281643883077742129367124458641869239403295251103744000000000 1092987739267604331576000340147573994797117892268837270884522060087755069905843258846770201389263955523063071025226767064715989768368865284881893249372375055406110692486352243435368588430334908800123800115445794861782504518531705778260289240293921891663066711423695002973609380975117678837518403389070891284514647997436327790830937747164818183521093227456658495386930016542137963872343959415487158413830667550516781932325748012611718987971068298027516551739972413585250340265389591192809237867682005421027365723319284194638856675086765964935902650304076295548659991681962530911902841057842963468822545670062803834865252073460043229631086151472215223204399738580597020248275820683391156580754977127393429351865538842443642324398908679577759935081700394964877312000
